Name of Restaurant,City,Country Code,Day of week,Start Time,End Time
DiSotto Enoteca,Chicago,US,2,1700,0000
DiSotto Enoteca,Chicago,US,1,1700,0000
DiSotto Enoteca,Chicago,US,0,1700,0000
Distilled Chicago,Chicago,US,6,1100,0200
Distilled Chicago,Chicago,US,5,1100,0200
Distilled Chicago,Chicago,US,4,1700,0200
Distilled Chicago,Chicago,US,3,1700,0200
Distilled Chicago,Chicago,US,2,1700,0200
Distilled Chicago,Chicago,US,1,1700,0200
Distilled Chicago,Chicago,US,0,1700,0200
Distilled,New York,US,6,1100,2300
Distilled,New York,US,5,1100,0200
Distilled,New York,US,4,1600,0200
Distilled,New York,US,3,1600,0200
Distilled,New York,US,2,1600,0000
Distilled,New York,US,1,1600,0000
Distilled,New York,US,0,1600,0000
District 7 Pizzeria,Houston,US,6,1030,2200
District 7 Pizzeria,Houston,US,5,1030,2200
District 7 Pizzeria,Houston,US,4,1030,2200
District 7 Pizzeria,Houston,US,3,1030,2200
District 7 Pizzeria,Houston,US,2,1030,2100
District 7 Pizzeria,Houston,US,1,1030,2100
District 7 Pizzeria,Houston,US,0,1030,2100
District Commons,Washington,US,6,1100,2200
District Commons,Washington,US,5,1100,0000
District Commons,Washington,US,4,1130,0000
District Commons,Washington,US,3,1130,2300
District Commons,Washington,US,2,1130,2300
District Commons,Washington,US,1,1130,2300
District Commons,Washington,US,0,1130,2300
District of Pi,Washington,US,6,1100,2200
District of Pi,Washington,US,5,1100,0000
District of Pi,Washington,US,4,1100,0000
District of Pi,Washington,US,3,1100,2300
District of Pi,Washington,US,2,1100,2300
District of Pi,Washington,US,1,1100,2300
District of Pi,Washington,US,0,1100,2300
District One Kitchen & Bar,Las Vegas,US,6,1100,0200
District One Kitchen & Bar,Las Vegas,US,5,1100,0200
District One Kitchen & Bar,Las Vegas,US,4,1100,0200
District One Kitchen & Bar,Las Vegas,US,3,1100,0200
District One Kitchen & Bar,Las Vegas,US,2,1100,0200
District One Kitchen & Bar,Las Vegas,US,0,1100,0200
District Saigon,Astoria,US,6,1100,2130
District Saigon,Astoria,US,5,1100,2300
District Saigon,Astoria,US,4,1700,2300
District Saigon,Astoria,US,4,1200,1530
District Saigon,Astoria,US,3,1700,2230
District Saigon,Astoria,US,3,1200,1530
District Saigon,Astoria,US,2,1700,2230
District Saigon,Astoria,US,2,1200,1530
District Saigon,Astoria,US,1,1700,2230
District Saigon,Astoria,US,1,1200,1530
District Saigon,Astoria,US,0,1700,2230
District Saigon,Astoria,US,0,1200,1530
District Social,New York,US,6,1130,0030
District Social,New York,US,5,1130,0200
District Social,New York,US,4,1130,0400
District Social,New York,US,3,1130,0400
District Social,New York,US,2,1130,0200
District Social,New York,US,1,1130,0200
District Social,New York,US,0,1130,0200
District Taco,Washington,US,6,0900,2200
District Taco,Washington,US,5,0900,2200
District Taco,Washington,US,4,0800,2200
District Taco,Washington,US,3,0800,2200
District Taco,Washington,US,2,0800,2200
District Taco,Washington,US,1,0800,2200
District Taco,Washington,US,0,0800,2200
District Taco,Washington,US,6,1000,2100
District Taco,Washington,US,5,1000,2100
District Taco,Washington,US,4,0700,2200
District Taco,Washington,US,3,0700,2200
District Taco,Washington,US,2,0700,2200
District Taco,Washington,US,1,0700,2200
District Taco,Washington,US,0,0700,2200
District Taco,Washington,US,6,1000,2100
District Taco,Washington,US,5,1000,2100
District Taco,Washington,US,4,0700,2200
District Taco,Washington,US,3,0700,2200
District Taco,Washington,US,2,0700,2200
District Taco,Washington,US,1,0700,2200
District Taco,Washington,US,0,0700,2200
Dixie Grill & Grocery,Charlotte,US,5,0900,2000
Dixie Grill & Grocery,Charlotte,US,4,0700,2000
Dixie Grill & Grocery,Charlotte,US,3,0700,2000
Dixie Grill & Grocery,Charlotte,US,2,0700,2000
Dixie Grill & Grocery,Charlotte,US,1,0700,2000
Dixie Grill & Grocery,Charlotte,US,0,0700,2000
Dixon House Food Court,Sydney,AU,6,1030,2030
Dixon House Food Court,Sydney,AU,5,1030,2030
Dixon House Food Court,Sydney,AU,4,1030,2030
Dixon House Food Court,Sydney,AU,3,1030,2030
Dixon House Food Court,Sydney,AU,2,1030,2030
Dixon House Food Court,Sydney,AU,1,1030,2030
Dixon House Food Court,Sydney,AU,0,1030,2030
Dizengoff NYC,New York,US,6,1000,1900
Dizengoff NYC,New York,US,5,1000,1900
Dizengoff NYC,New York,US,4,1000,1900
Dizengoff NYC,New York,US,3,1000,1900
Dizengoff NYC,New York,US,2,1000,1900
Dizengoff NYC,New York,US,1,1000,1900
Dizengoff NYC,New York,US,0,1000,1900
DJ's Taco Bar,Las Vegas,US,6,1100,0000
DJ's Taco Bar,Las Vegas,US,5,1100,0400
DJ's Taco Bar,Las Vegas,US,4,1100,0400
DJ's Taco Bar,Las Vegas,US,3,1100,0000
DJ's Taco Bar,Las Vegas,US,2,1100,0000
DJ's Taco Bar,Las Vegas,US,1,1100,0000
DJ's Taco Bar,Las Vegas,US,0,1100,0000
Dobinsons Bakery Cafe,Canberra City,AU,6,0800,1700
Dobinsons Bakery Cafe,Canberra City,AU,5,0730,1730
Dobinsons Bakery Cafe,Canberra City,AU,4,0630,1830
Dobinsons Bakery Cafe,Canberra City,AU,3,0630,1730
Dobinsons Bakery Cafe,Canberra City,AU,2,0630,1730
Dobinsons Bakery Cafe,Canberra City,AU,1,0630,1730
Dobinsons Bakery Cafe,Canberra City,AU,0,0630,1730
Doc B's Fresh Kitchen,Chicago,US,6,1100,2100
Doc B's Fresh Kitchen,Chicago,US,5,1100,2200
Doc B's Fresh Kitchen,Chicago,US,4,1100,2200
Doc B's Fresh Kitchen,Chicago,US,3,1100,2200
Doc B's Fresh Kitchen,Chicago,US,2,1100,2200
Doc B's Fresh Kitchen,Chicago,US,1,1100,2200
Doc B's Fresh Kitchen,Chicago,US,0,1100,2200
Doc B's Fresh Kitchen - River North,Chicago,US,6,1100,2100
Doc B's Fresh Kitchen - River North,Chicago,US,5,1100,2200
Doc B's Fresh Kitchen - River North,Chicago,US,4,1100,2200
Doc B's Fresh Kitchen - River North,Chicago,US,3,1100,2200
Doc B's Fresh Kitchen - River North,Chicago,US,2,1100,2200
Doc B's Fresh Kitchen - River North,Chicago,US,1,1100,2200
Doc B's Fresh Kitchen - River North,Chicago,US,0,1100,2200
Doc Martin's,Melbourne,AU,5,1200,0100
Doc Martin's,Melbourne,AU,4,0730,0100
Doc Martin's,Melbourne,AU,3,0730,2300
Doc Martin's,Melbourne,AU,2,0730,2300
Doc Martin's,Melbourne,AU,1,0730,2300
Doc Martin's,Melbourne,AU,0,0730,2300
Doc's Motorworks Bar & Grill,Houston,US,6,1100,0000
Doc's Motorworks Bar & Grill,Houston,US,5,1100,0200
Doc's Motorworks Bar & Grill,Houston,US,4,1100,0200
Doc's Motorworks Bar & Grill,Houston,US,3,1100,0000
Doc's Motorworks Bar & Grill,Houston,US,2,1100,0000
Doc's Motorworks Bar & Grill,Houston,US,1,1100,0000
Doc's Motorworks Bar & Grill,Houston,US,0,1100,0000
Dog Haus,Las Vegas,US,6,1100,0400
Dog Haus,Las Vegas,US,5,1100,0400
Dog Haus,Las Vegas,US,4,1100,0400
Dog Haus,Las Vegas,US,3,1100,0400
Dog Haus,Las Vegas,US,2,1100,0400
Dog Haus,Las Vegas,US,1,1100,0400
Dog Haus,Las Vegas,US,0,1100,0400
Dog Tag Bakery,Washington,US,6,0800,1800
Dog Tag Bakery,Washington,US,5,0800,1800
Dog Tag Bakery,Washington,US,4,0700,1800
Dog Tag Bakery,Washington,US,3,0700,1800
Dog Tag Bakery,Washington,US,2,0700,1800
Dog Tag Bakery,Washington,US,1,0700,1800
Dog Tag Bakery,Washington,US,0,0700,1800
Doka Square,New York,US,6,1230,2200
Doka Square,New York,US,5,1230,0030
Doka Square,New York,US,4,1400,0030
Doka Square,New York,US,3,1400,2330
Doka Square,New York,US,2,1400,2330
Doka Square,New York,US,1,1400,2330
Dolan Uyghur Food Heaven,Melbourne,AU,6,1130,2200
Dolan Uyghur Food Heaven,Melbourne,AU,5,1130,2200
Dolan Uyghur Food Heaven,Melbourne,AU,4,1130,2200
Dolan Uyghur Food Heaven,Melbourne,AU,3,1130,2200
Dolan Uyghur Food Heaven,Melbourne,AU,2,1130,2200
Dolan Uyghur Food Heaven,Melbourne,AU,1,1130,2200
Dolan Uyghur Food Heaven,Melbourne,AU,0,1130,2200
Dolce Vita,Houston,US,6,1130,2200
Dolce Vita,Houston,US,5,1130,2300
Dolce Vita,Houston,US,4,1700,2300
Dolce Vita,Houston,US,3,1700,2200
Dolce Vita,Houston,US,2,1700,2200
Dolce Vita,Houston,US,1,1700,2200
Dolce Vita Ristorante,Boston,US,6,1300,2200
Dolce Vita Ristorante,Boston,US,5,1300,2200
Dolce Vita Ristorante,Boston,US,4,1300,2200
Dolce Vita Ristorante,Boston,US,3,1300,2200
Dolce Vita Ristorante,Boston,US,2,1600,2200
Dolce Vita Ristorante,Boston,US,1,1600,2200
Dolce Vita Ristorante,Boston,US,0,1600,2200
Dolphin Bay,Boston,US,6,1100,2200
Dolphin Bay,Boston,US,5,1100,2200
Dolphin Bay,Boston,US,4,1100,2200
Dolphin Bay,Boston,US,3,1100,2200
Dolphin Bay,Boston,US,2,1100,2200
Dolphin Bay,Boston,US,1,1100,2200
Dolphin Bay,Boston,US,0,1100,2200
Domain & Ayr,Auckland,NZ,6,0800,1500
Domain & Ayr,Auckland,NZ,5,0800,1500
Domain & Ayr,Auckland,NZ,4,0700,1500
Domain & Ayr,Auckland,NZ,3,0700,1500
Domain & Ayr,Auckland,NZ,2,0700,1500
Domain & Ayr,Auckland,NZ,1,0700,1500
Domain & Ayr,Auckland,NZ,0,0700,1500
Dome,Perth,AU,6,0700,2000
Dome,Perth,AU,5,0700,2000
Dome,Perth,AU,4,0700,2000
Dome,Perth,AU,3,0700,2000
Dome,Perth,AU,2,0700,2000
Dome,Perth,AU,1,0700,2000
Dome,Perth,AU,0,0700,2000
Dominique Bistro,New York,US,6,0800,0000
Dominique Bistro,New York,US,5,0800,0100
Dominique Bistro,New York,US,4,0800,0100
Dominique Bistro,New York,US,3,0800,0000
Dominique Bistro,New York,US,2,0800,0000
Dominique Bistro,New York,US,1,0800,0000
Dominique Bistro,New York,US,0,0800,0000
Domino's,Liverpool,GB,5,1200,0100
Domino's,Liverpool,GB,4,1200,0100
Domino's,Liverpool,GB,3,1600,0000
Domino's,Liverpool,GB,2,1600,0000
Domino's,Liverpool,GB,1,1600,0000
Domino's,Liverpool,GB,0,1600,0000
Domino's Pizza,Canberra,AU,6,1100,2300
Domino's Pizza,Canberra,AU,5,1100,0000
Domino's Pizza,Canberra,AU,4,1100,0000
Domino's Pizza,Canberra,AU,3,1100,2300
Domino's Pizza,Canberra,AU,2,1100,2300
Domino's Pizza,Canberra,AU,1,1100,2300
Domino's Pizza,Canberra,AU,0,1100,2300
Domo Restaurant,Denver,US,6,1700,2200
Domo Restaurant,Denver,US,6,1100,1400
Domo Restaurant,Denver,US,5,1700,2200
Domo Restaurant,Denver,US,5,1100,1400
Domo Restaurant,Denver,US,4,1700,2200
Domo Restaurant,Denver,US,4,1100,1400
Domo Restaurant,Denver,US,3,1700,2200
Domo Restaurant,Denver,US,3,1100,1400
Domo Restaurant,Denver,US,2,1700,2200
Domo Restaurant,Denver,US,2,1100,1400
Domo Restaurant,Denver,US,1,1700,2200
Domo Restaurant,Denver,US,1,1100,1400
Domo Restaurant,Denver,US,0,1700,2200
Domo Restaurant,Denver,US,0,1100,1400
Don Costanzo,Glasgow,GB,5,1700,2200
Don Costanzo,Glasgow,GB,4,1700,2200
Don Costanzo,Glasgow,GB,4,1200,1430
Don Costanzo,Glasgow,GB,3,1700,2200
Don Costanzo,Glasgow,GB,3,1200,1430
Don Costanzo,Glasgow,GB,2,1700,2200
Don Costanzo,Glasgow,GB,2,1200,1430
Don Costanzo,Glasgow,GB,1,1700,2200
Don Costanzo,Glasgow,GB,1,1200,1430
Don Don,Melbourne,AU,6,1100,2100
Don Don,Melbourne,AU,5,1100,2100
Don Don,Melbourne,AU,4,1100,2100
Don Don,Melbourne,AU,3,1100,2100
Don Don,Melbourne,AU,2,1100,2100
Don Don,Melbourne,AU,1,1100,2100
Don Don,Melbourne,AU,0,1100,2100
Don Pisto's,San Francisco,US,6,1000,2200
Don Pisto's,San Francisco,US,5,1100,2300
Don Pisto's,San Francisco,US,4,1730,2300
Don Pisto's,San Francisco,US,3,1730,2300
Don Pisto's,San Francisco,US,2,1730,2300
Don Pisto's,San Francisco,US,1,1730,2300
Don Pisto's,San Francisco,US,0,1730,2300
Don Too,Melbourne,AU,5,1700,2100
Don Too,Melbourne,AU,4,1700,2100
Don Too,Melbourne,AU,4,1100,1530
Don Too,Melbourne,AU,3,1700,2100
Don Too,Melbourne,AU,3,1100,1530
Don Too,Melbourne,AU,2,1700,2100
Don Too,Melbourne,AU,2,1100,1530
Don Too,Melbourne,AU,1,1700,2100
Don Too,Melbourne,AU,1,1100,1530
Don Too,Melbourne,AU,0,1700,2100
Don Too,Melbourne,AU,0,1100,1530
Dona Maria,Houston,US,6,0730,1330
Dona Maria,Houston,US,5,0730,1330
Dona Maria,Houston,US,4,0700,1330
Dona Maria,Houston,US,3,0700,1330
Dona Maria,Houston,US,2,0700,1330
Dona Maria,Houston,US,1,0700,1330
Dona Maria,San Jose,US,6,0900,2100
Dona Maria,San Jose,US,5,0900,2100
Dona Maria,San Jose,US,4,0900,2100
Dona Maria,San Jose,US,3,0900,2100
Dona Maria,San Jose,US,2,0900,2100
Dona Maria,San Jose,US,1,0900,2100
Dona Maria,San Jose,US,0,0900,2100
Donburi,Washington,US,6,1100,2200
Donburi,Washington,US,5,1100,2200
Donburi,Washington,US,4,1100,2200
Donburi,Washington,US,3,1100,2200
Donburi,Washington,US,2,1100,2200
Donburi,Washington,US,1,1100,2200
Donburi,Washington,US,0,1100,2200
Dong Phuong Tofu,San Jose,US,6,0800,2000
Dong Phuong Tofu,San Jose,US,5,0800,2000
Dong Phuong Tofu,San Jose,US,4,0800,2000
Dong Phuong Tofu,San Jose,US,3,0800,2000
Dong Phuong Tofu,San Jose,US,1,0800,2000
Dong Phuong Tofu,San Jose,US,0,0800,2000
Dong Thap Noodles,Seattle,US,6,1000,2100
Dong Thap Noodles,Seattle,US,5,1000,2100
Dong Thap Noodles,Seattle,US,4,1000,2100
Dong Thap Noodles,Seattle,US,3,1000,2100
Dong Thap Noodles,Seattle,US,2,1000,2100
Dong Thap Noodles,Seattle,US,0,1000,2100
Dong Ting Spring,Las Vegas,US,6,1000,2200
Dong Ting Spring,Las Vegas,US,5,1000,2200
Dong Ting Spring,Las Vegas,US,4,1000,2200
Dong Ting Spring,Las Vegas,US,3,1000,2200
Dong Ting Spring,Las Vegas,US,2,1000,2200
Dong Ting Spring,Las Vegas,US,1,1000,2200
Dong Ting Spring,Las Vegas,US,0,1000,2200
Donostia,London,GB,6,1700,2100
Donostia,London,GB,6,1300,1530
Donostia,London,GB,5,1800,2300
Donostia,London,GB,5,1230,1500
Donostia,London,GB,4,1800,2300
Donostia,London,GB,4,1230,1500
Donostia,London,GB,3,1800,2300
Donostia,London,GB,3,1230,1500
Donostia,London,GB,2,1800,2300
Donostia,London,GB,2,1230,1500
Donostia,London,GB,1,1800,2300
Donostia,London,GB,1,1230,1500
Donostia,London,GB,0,1800,2300
Donut Bar,Las Vegas,US,6,0800,1300
Donut Bar,Las Vegas,US,5,0800,1300
Donut Bar,Las Vegas,US,4,0700,1300
Donut Bar,Las Vegas,US,3,0700,1300
Donut Bar,Las Vegas,US,2,0700,1300
Donut Bar,Las Vegas,US,1,0700,1300
Donut Bar,Las Vegas,US,0,0700,1300
Doretta Taverna & Raw Bar,Boston,US,6,1700,2200
Doretta Taverna & Raw Bar,Boston,US,5,1700,2330
Doretta Taverna & Raw Bar,Boston,US,4,1130,2330
Doretta Taverna & Raw Bar,Boston,US,3,1130,2230
Doretta Taverna & Raw Bar,Boston,US,2,1130,2230
Doretta Taverna & Raw Bar,Boston,US,1,1130,2230
Doretta Taverna & Raw Bar,Boston,US,0,1130,2230
Dos Santos,Denver,US,6,1000,2100
Dos Santos,Denver,US,5,1000,2200
Dos Santos,Denver,US,4,1100,2200
Dos Santos,Denver,US,3,1100,2200
Dos Santos,Denver,US,2,1100,2200
Dos Santos,Denver,US,1,1100,2200
Dos Santos,Denver,US,0,1500,2200
Dos Urban Cantina,Chicago,US,6,1700,2200
Dos Urban Cantina,Chicago,US,6,1000,1400
Dos Urban Cantina,Chicago,US,5,1700,2300
Dos Urban Cantina,Chicago,US,4,1700,2300
Dos Urban Cantina,Chicago,US,3,1700,2200
Dos Urban Cantina,Chicago,US,2,1700,2200
Dosa Plaza Morningside,Brisbane,AU,6,1100,2200
Dosa Plaza Morningside,Brisbane,AU,5,1100,2200
Dosa Plaza Morningside,Brisbane,AU,4,1100,2200
Dosa Plaza Morningside,Brisbane,AU,3,1100,2200
Dosa Plaza Morningside,Brisbane,AU,2,1100,2200
Dosa Plaza Morningside,Brisbane,AU,1,1100,2200
Dosa Plaza Morningside,Brisbane,AU,0,1100,2200
Doshi House Café,Houston,US,5,1100,2000
Doshi House Café,Houston,US,4,0800,2000
Doshi House Café,Houston,US,3,0800,2000
Doshi House Café,Houston,US,2,0800,2000
Doshi House Café,Houston,US,1,0800,2000
Doshi House Café,Houston,US,0,0800,2000
Dot Cafe,Boston,US,5,0600,1600
Dot Cafe,Boston,US,4,0600,1600
Dot Cafe,Boston,US,3,0600,1600
Dot Cafe,Boston,US,2,0600,1600
Dot Cafe,Boston,US,1,0600,1600
Dot Cafe,Boston,US,0,0600,1600
Dottie's True Blue Cafe,San Francisco,US,6,0730,1600
Dottie's True Blue Cafe,San Francisco,US,5,0730,1600
Dottie's True Blue Cafe,San Francisco,US,4,0730,1500
Dottie's True Blue Cafe,San Francisco,US,3,0730,1500
Dottie's True Blue Cafe,San Francisco,US,0,0730,1500
Double Apple Grill,Houston,US,6,1600,0100
Double Apple Grill,Houston,US,5,1600,0200
Double Apple Grill,Houston,US,4,1600,0200
Double Apple Grill,Houston,US,3,1600,0100
Double Apple Grill,Houston,US,2,1600,0100
Double Apple Grill,Houston,US,1,1600,0100
Double Apple Grill,Houston,US,0,1600,0100
Double Chin,Boston,US,6,1100,2300
Double Chin,Boston,US,5,1100,0400
Double Chin,Boston,US,4,1100,0400
Double Chin,Boston,US,3,1100,0400
Double Chin,Boston,US,2,1100,2300
Double Chin,Boston,US,1,1100,2300
Double Chin,Boston,US,0,1100,2300
Double Shot,Deakin,AU,6,0700,1600
Double Shot,Deakin,AU,5,0700,1600
Double Shot,Deakin,AU,4,0700,1700
Double Shot,Deakin,AU,3,0700,1700
Double Shot,Deakin,AU,2,0700,1700
Double Shot,Deakin,AU,1,0700,1700
Double Shot,Deakin,AU,0,0700,1700
Doughboy Donuts & Deli,Boston,US,6,0000,0000
Doughboy Donuts & Deli,Boston,US,5,0000,0000
Doughboy Donuts & Deli,Boston,US,4,0000,0000
Doughboy Donuts & Deli,Boston,US,3,0000,0000
Doughboy Donuts & Deli,Boston,US,2,0000,0000
Doughboy Donuts & Deli,Boston,US,1,0000,0000
Doughboy Donuts & Deli,Boston,US,0,0000,0000
Doux Amour,Sydney,AU,6,1030,1400
Doux Amour,Sydney,AU,5,1000,2000
Doux Amour,Sydney,AU,4,1000,2000
Doux Amour,Sydney,AU,3,1000,2000
Doux Amour,Sydney,AU,2,1000,2000
Doux Amour,Sydney,AU,1,1000,2000
Douzo,Boston,US,6,1130,2330
Douzo,Boston,US,5,1130,2330
Douzo,Boston,US,4,1130,2330
Douzo,Boston,US,3,1130,2330
Douzo,Boston,US,2,1130,2330
Douzo,Boston,US,1,1130,2330
Douzo,Boston,US,0,1130,2330
Down House,Houston,US,6,0900,2100
Down House,Houston,US,5,0900,2300
Down House,Houston,US,4,0900,2300
Down House,Houston,US,3,0900,2200
Down House,Houston,US,2,0900,2200
Down House,Houston,US,1,0900,2200
Down House,Houston,US,0,0900,2200
Down the Street,Houston,US,6,0900,0000
Down the Street,Houston,US,5,0900,0200
Down the Street,Houston,US,4,1200,0200
Down the Street,Houston,US,3,1400,0200
Down the Street,Houston,US,2,1400,0000
Down the Street,Houston,US,1,1400,0000
Down the Street,Houston,US,0,1400,0000
Downtown Louie's  Lounge,Detroit,US,5,1600,0000
Downtown Louie's  Lounge,Detroit,US,4,1100,0000
Downtown Louie's  Lounge,Detroit,US,3,1100,2300
Downtown Louie's  Lounge,Detroit,US,2,1100,2300
Downtown Louie's  Lounge,Detroit,US,1,1100,2300
Downtown Louie's  Lounge,Detroit,US,0,1100,2300
Downtown Poki,San Jose,US,6,1100,1930
Downtown Poki,San Jose,US,5,1000,2000
Downtown Poki,San Jose,US,4,1000,2000
Downtown Poki,San Jose,US,3,1000,2000
Downtown Poki,San Jose,US,2,1000,2000
Downtown Poki,San Jose,US,1,1000,2000
Downtown Poki,San Jose,US,0,1000,2000
Dragon Boy Japanese Noodle Bar,Sydney,AU,5,1130,2200
Dragon Boy Japanese Noodle Bar,Sydney,AU,4,1130,2200
Dragon Boy Japanese Noodle Bar,Sydney,AU,3,1130,2200
Dragon Boy Japanese Noodle Bar,Sydney,AU,2,1130,2200
Dragon Boy Japanese Noodle Bar,Sydney,AU,1,1130,2200
Dragon Boy Japanese Noodle Bar,Sydney,AU,0,1130,2200
Dragon Castle,London,GB,6,1200,2300
Dragon Castle,London,GB,5,1200,2330
Dragon Castle,London,GB,4,1200,2330
Dragon Castle,London,GB,3,1200,2300
Dragon Castle,London,GB,2,1200,2300
Dragon Castle,London,GB,1,1200,2300
Dragon Castle,London,GB,0,1200,2300
Dragon Grille,Las Vegas,US,5,1100,0000
Dragon Grille,Las Vegas,US,4,1100,0000
Dragon Grille,Las Vegas,US,3,1100,2200
Dragon Grille,Las Vegas,US,2,1100,2200
Dragon Grille,Las Vegas,US,1,1100,2200
Dragon Grille,Las Vegas,US,0,1100,2200
DragonEats,San Francisco,US,4,1100,1600
DragonEats,San Francisco,US,3,1100,1600
DragonEats,San Francisco,US,2,1100,1600
DragonEats,San Francisco,US,1,1100,1600
DragonEats,San Francisco,US,0,1100,1600
DragonEats,San Francisco,US,6,1100,1700
DragonEats,San Francisco,US,5,1100,1800
DragonEats,San Francisco,US,4,1100,1800
DragonEats,San Francisco,US,3,1100,1800
DragonEats,San Francisco,US,2,1100,1800
DragonEats,San Francisco,US,1,1100,1800
DragonEats,San Francisco,US,0,1100,1800
Dragonfly Cafe,London,GB,6,0000,2300
Dragonfly Cafe,London,GB,5,0000,2300
Dragonfly Cafe,London,GB,4,0000,2300
Dragonfly Cafe,London,GB,3,0000,2300
Dragonfly Cafe,London,GB,2,0000,2300
Dragonfly Cafe,London,GB,1,0000,2300
Dragonfly Cafe,London,GB,0,0000,2300
Dram,Birmingham,US,6,1000,1500
Dram,Birmingham,US,5,1600,0100
Dram,Birmingham,US,4,1600,0100
Dram,Birmingham,US,3,1600,0000
Dram,Birmingham,US,2,1600,0000
Dram,Birmingham,US,1,1600,2300
Dram,Birmingham,US,0,1600,2300
Draught,Charlotte,US,6,1100,2200
Draught,Charlotte,US,5,1100,0200
Draught,Charlotte,US,4,1100,0200
Draught,Charlotte,US,3,1100,0200
Draught,Charlotte,US,2,1100,0000
Draught,Charlotte,US,1,1100,0000
Draught,Charlotte,US,0,1100,0000
Dreamland Bar-B-Que,Birmingham,US,6,1100,2100
Dreamland Bar-B-Que,Birmingham,US,5,1000,2300
Dreamland Bar-B-Que,Birmingham,US,4,1000,2300
Dreamland Bar-B-Que,Birmingham,US,3,1000,2200
Dreamland Bar-B-Que,Birmingham,US,2,1000,2200
Dreamland Bar-B-Que,Birmingham,US,1,1000,2200
Dreamland Bar-B-Que,Birmingham,US,0,1000,2200
Dressler's - Charlotte,Charlotte,US,6,1700,2100
Dressler's - Charlotte,Charlotte,US,5,1700,2300
Dressler's - Charlotte,Charlotte,US,4,1700,2200
Dressler's - Charlotte,Charlotte,US,4,1130,1400
Dressler's - Charlotte,Charlotte,US,3,1700,2200
Dressler's - Charlotte,Charlotte,US,3,1130,1400
Dressler's - Charlotte,Charlotte,US,2,1700,2200
Dressler's - Charlotte,Charlotte,US,2,1130,1400
Dressler's - Charlotte,Charlotte,US,1,1700,2200
Dressler's - Charlotte,Charlotte,US,1,1130,1400
Dressler's - Charlotte,Charlotte,US,0,1700,2200
Dressler's - Charlotte,Charlotte,US,0,1130,1400
Drew's BBQ,Houston,US,6,1200,1600
Drew's BBQ,Houston,US,5,1100,2100
Drew's BBQ,Houston,US,4,1100,2100
Drew's BBQ,Houston,US,3,1100,1900
Drew's BBQ,Houston,US,2,1100,1600
Drexel House,Houston,US,6,1000,2100
Drexel House,Houston,US,5,1100,2300
Drexel House,Houston,US,4,0800,2300
Drexel House,Houston,US,3,0800,2200
Drexel House,Houston,US,2,0800,2200
Drexel House,Houston,US,1,0800,2200
Drexel House,Houston,US,0,0800,2200
Drink,Boston,US,6,1600,0100
Drink,Boston,US,5,1600,0100
Drink,Boston,US,4,1600,0100
Drink,Boston,US,3,1600,0100
Drink,Boston,US,2,1600,0100
Drink,Boston,US,1,1600,0100
Drink,Boston,US,0,1600,0100
Drunken Rice,Sydney,AU,6,0900,0200
Drunken Rice,Sydney,AU,5,0900,0200
Drunken Rice,Sydney,AU,4,0900,0200
Drunken Rice,Sydney,AU,3,0900,0200
Drunken Rice,Sydney,AU,2,0900,0200
Drunken Rice,Sydney,AU,1,0900,0200
Drunken Rice,Sydney,AU,0,0900,0200
Dry Creek Grill,San Jose,US,6,1700,2200
Dry Creek Grill,San Jose,US,5,1700,0000
Dry Creek Grill,San Jose,US,4,1700,0000
Dry Creek Grill,San Jose,US,3,1700,2200
Dry Creek Grill,San Jose,US,2,1700,2200
Dry Creek Grill,San Jose,US,1,1700,2200
Dry Creek Grill,San Jose,US,0,1700,2200
Drydock Cafe,Boston,US,4,0500,2100
Drydock Cafe,Boston,US,3,0500,2100
Drydock Cafe,Boston,US,2,0500,1600
Drydock Cafe,Boston,US,1,0500,1600
Drydock Cafe,Boston,US,0,0500,1600
Du-Par's,Las Vegas,US,6,0000,0000
Du-Par's,Las Vegas,US,5,0000,0000
Du-Par's,Las Vegas,US,4,0000,0000
Du-Par's,Las Vegas,US,3,0000,0000
Du-Par's,Las Vegas,US,2,0000,0000
Du-Par's,Las Vegas,US,1,0000,0000
Du-Par's,Las Vegas,US,0,0000,0000
Duck Donuts,Charlotte,US,6,0600,1500
Duck Donuts,Charlotte,US,5,0600,1900
Duck Donuts,Charlotte,US,4,0600,1900
Duck Donuts,Charlotte,US,3,0600,1900
Duck Donuts,Charlotte,US,2,0600,1900
Duck Donuts,Charlotte,US,1,0600,1500
Duck Donuts,Charlotte,US,0,0600,1500
Duck Duck Goat,Chicago,US,6,1630,2230
Duck Duck Goat,Chicago,US,6,1000,1300
Duck Duck Goat,Chicago,US,5,1630,2330
Duck Duck Goat,Chicago,US,4,1630,2330
Duck Duck Goat,Chicago,US,3,1630,2230
Duck Duck Goat,Chicago,US,2,1630,2230
Duck Duck Goat,Chicago,US,1,1630,2230
Duck Duck Goat,Chicago,US,0,1630,2230
Duckworth's Grill & Taphouse,Charlotte,US,6,1100,0200
Duckworth's Grill & Taphouse,Charlotte,US,5,1100,0200
Duckworth's Grill & Taphouse,Charlotte,US,4,1100,0200
Duckworth's Grill & Taphouse,Charlotte,US,3,1100,0200
Duckworth's Grill & Taphouse,Charlotte,US,2,1100,0200
Duckworth's Grill & Taphouse,Charlotte,US,1,1100,0200
Duckworth's Grill & Taphouse,Charlotte,US,0,1100,0200
Dudley Cafe,Boston,US,6,0900,1700
Dudley Cafe,Boston,US,5,0900,1700
